Humor Type|Joke
Non-Sequitur|What ’ s the secret to a happy marriage ? Always keep a rubber duck in your sock drawer for emergencies .
Non-Sequitur|Knock knock .
Non-Sequitur|Knock knock .
Non-Sequitur|Who ’ s there ? Orange . Orange who ? Never mind , I ’ m a toaster .
Non-Sequitur|Who ’ s there ? Orange . Orange who ? Never mind , I ’ m a toaster .
Non-Sequitur|I asked my teacher for advice on studying . She handed me a spoon and told me to always trust a giraffe in a hat .
Non-Sequitur|I asked my teacher for advice on studying . She handed me a spoon and told me to always trust a giraffe in a hat .
Non-Sequitur|Why don ’ t elephants use computers ? Because it ’ s impossible to juggle spaghetti underwater on a Tuesday .
Non-Sequitur|Why don ’ t elephants use computers ? Because it ’ s impossible to juggle spaghetti underwater on a Tuesday .
Non-Sequitur|I tried going to the gym , but instead I ended up learning how to speak fluent alpaca .
Non-Sequitur|I tried going to the gym , but instead I ended up learning how to speak fluent alpaca .
Non-Sequitur|My friend asked if I wanted to go for a walk , so naturally , I handed him a pineapple and started tap dancing .
Non-Sequitur|My friend asked if I wanted to go for a walk , so naturally , I handed him a pineapple and started tap dancing .
Non-Sequitur|What do you call a bear with no teeth ? It doesn ’ t matter , because all the furniture in my house is made of marshmallows .
Non-Sequitur|What do you call a bear with no teeth ? It doesn ’ t matter , because all the furniture in my house is made of marshmallows .
Non-Sequitur|I was feeling sad , so I ate a sandwich . Now the pigeons won ’ t stop giving me financial advice .
Non-Sequitur|I was feeling sad , so I ate a sandwich . Now the pigeons won ’ t stop giving me financial advice .
Meta Humor|Why did the chicken cross the road ? Wait , are we still doing this joke ? Hasn ’ t the chicken crossed the road enough time by now ?
Meta Humor|Why did the chicken cross the road ? Wait , are we still doing this joke ? Hasn ’ t the chicken crossed the road enough times by now ?
Meta Humor|Knock knock . Who ’ s there ? It ’ s me , the part of the joke that explains why this is funny . I ’ m just here to make sure you know this is all very clever .
Meta Humor|Knock knock . Who ’ s there ? It ’ s me , the part of the joke that explains why this is funny . I ’ m just here to make sure you know this is all very clever .
Meta Humor|This is the part of the joke where you ’ re supposed to laugh , so I ’ ll just pause for your convenience .
Meta Humor|This is the part of the joke where you ’ re supposed to laugh , so I ’ ll just pause for your convenience .
Meta Humor|I was going to make a joke about time travel , but then I realized it ’ s already been done in the future . So , never mind .
Meta Humor|I was going to make a joke about time travel , but then I realized it ’ s already been done in the future . So , never mind .
Meta Humor|Here ’ s a funny story… Actually , you know what ? I ’ m just going to skip the setup and tell you it ’ s funny . We all know where this is going .
Meta Humor|Here ’ s a funny story… Actually , you know what ? I ’ m just going to skip the setup and tell you it ’ s funny . We all know where this is going .
Meta Humor|I wanted to tell a pun , but then I realized , does the world really need another pun ? Isn ’ t this whole joke just me fulfilling some tired comedic obligation ?
Meta Humor|I wanted to tell a pun , but then I realized , does the world really need another pun ? Isn ’ t this whole joke just me fulfilling some tired comedic obligation ?
Meta Humor|A man walks into a bar . Wait , why are men always walking into bars in these jokes ? You ’ d think by now , bars would have installed some kind of doorbell .
Meta Humor|A man walks into a bar . Wait , why are man always walking into bars in these jokes ? You ’ d think by now , bars would have installed some kind of doorbell .
Meta Humor|This joke is like a trainwreck—you know you should stop reading , but you can ’ t look away . And now here we are , stuck in this mess together .
Meta Humor|This joke is like a trainwreck—you know you should stop reading , but you can ’ t look away . And now here we are , stuck in this mess together .
Meta Humor|I ’ m about to tell a joke , but first let ’ s acknowledge how awkward this is for both of us . You ’ re waiting for the punchline , and I ’ m pretending I know what I ’ m doing .
Meta Humor|I ’ m about to tell a joke , but first let ’ s acknowledge how awkward this is for both of us . You ’ re waiting for the punchline , and I ’ m pretending I know what I ’ m doing .
Meta Humor|This is a meta-joke . It ’ s self-aware . It knows it ’ s a joke , but it also knows it ’ s tired of being a joke . Maybe it just wants to be taken seriously for once .
Meta Humor|This is a meta-joke . It ’ s self-aware . It knows it ’ s a joke , but it also knows it ’ s tired of being a joke . Maybe it just wants to be taken seriously for once .
Blunder Humor|I tried to text my boss that I was 'running late , ' but autocorrect changed it to 'ruining fate . ' Now I ’ m pretty sure I ’ m getting a formal written warning… from destiny .
Blunder Humor|I tried to text my boss that I was 'running late , ' but autocorrect changed it to 'ruining fate . ' Now I ’ m pretty sure I ’ m getting a formal written warning… from destiny .
Blunder Humor|I accidentally waved back at someone who wasn ’ t waving at me . To make it less awkward , I pretended I was just swatting at an imaginary fly… for a good ten seconds .
Blunder Humor|I accidentally waved back at someone who wasn ’ t waving at me . To make it less awkward , I pretended I was just swatting at an imaginary fly… for a good ten seconds .
Blunder Humor|I was late to the meeting and tried to sneak in quietly . Of course , the door squeaked like a haunted house , and then I tripped over a chair . Nothing says ‘ professional ’ like crashing into a room .
Blunder Humor|I was late to the meeting and tried to sneak in quietly . Of course , the door squeaked like a haunted house , and then I tripped over a chair . Nothing says ‘ professional ’ like crashing into a room .
Blunder Humor|I went to an important dinner and confidently ordered in French . The waiter just stared at me and said , ‘ Sir , this is an Italian restaurant . ’
Blunder Humor|I went to an important dinner and confidently ordered in French . The waiter just stared at me and said , ‘ Sir , this is an Italian restaurant . ’
Blunder Humor|I called my friend to vent about how annoying my boss is . It turns out that I had accidentally called my boss . Now I ’ m just waiting for that awkward Monday morning chat .
Blunder Humor|I called my friend to vent about how annoying my boss is . It turns out that I had accidentally called my boss . Now I ’ m just waiting for that awkward Monday morning chat .
